"mention_name","mention_type","mention_popularity","mention_address","zip_code","mention_longitude","mention_latitude","no_of_blogFiles","mention_found_in_blogFiles"
"marin county headlands","park","1","""Marin Headlands (GGNRA), Old Springs Trail, Marin City, Marin County, California, 94941, United States of America""","94941","-122.534327312107","37.856162","1","berkeley_and_riverside.json"
"marin museum","museum","1","""Marin Museum of Contemporary Art, 500, Palm Drive, Novato, Marin County, California, 94949, United States of America""","94949","-122.51851019623","38.0577473","2","""long beach_and_sausalito.json,sacramento_and_sausalito.json"""
"marina bay","neighbourhood","1","""Marina Bay, Richmond, Contra Costa County, California, 94804, United States of America""","94804","-122.345672","37.9138915","1","berkeley_and_fremont.json"
"marina blvd","secondary","2","""Marina Boulevard, Marina District, SF, California, 94123, United States of America""","94123","-122.4475598","37.805133","5","""berkeley_and_san jose.json,beverly hills_and_sausalito.json,berkeley_and_los angeles.json,berkeley_and_sacramento.json,berkeley_and_fremont.json"""
"marina boulevard","secondary","1","""Marina Boulevard, Marina District, SF, California, 94123, United States of America""","94123","-122.4475598","37.805133","1","fremont_and_oakland.json"
"marina del rey","suburb","19","""Marina del Rey, Ocean Park, Los Angeles County, California, United States of America""","","-118.4508017","33.9774017","89","""anaheim_and_beverly hills.json,anaheim_and_pismo beach.json,anaheim_and_san jose.json,anaheim_and_san luis obispo.json,anaheim_and_santa cruz.json,avalon_and_carlsbad.json,avalon_and_monterey.json,avalon_and_san luis obispo.json,anaheim_and_santa monica.json,avalon_and_malibu.json,beverly hills_and_carlsbad.json,beverly hills_and_sausalito.json,avalon_and_santa barbara.json,avalon_and_santa monica.json,bakersfield_and_beverly hills.json,beverly hills_and_big bear lake.json,beverly hills_and_fresno.json,beverly hills_and_huntington beach.json,beverly hills_and_irvine.json,beverly hills_and_malibu.json,beverly hills_and_mammoth lakes.json,beverly hills_and_monterey.json,beverly hills_and_oakland.json,beverly hills_and_pasadena.json,beverly hills_and_riverside.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_san diego.json,beverly hills_and_san francisco.json,beverly hills_and_santa cruz.json,beverly hills_and_santa monica.json,fresno_and_huntington beach.json,huntington beach_and_los angeles.json,huntington beach_and_mammoth lakes.json,huntington beach_and_san francisco.json,huntington beach_and_san luis obispo.json,huntington beach_and_santa monica.json,huntington beach_and_malibu.json,long beach_and_santa clarita.json,long beach_and_santa cruz.json,los angeles_and_monterey.json,long beach_and_mammoth lakes.json,los angeles_and_pismo beach.json,los angeles_and_san francisco.json,los angeles_and_san jose.json,los angeles_and_santa ana.json,los angeles_and_santa barbara.json,los angeles_and_santa monica.json,los angeles_and_sausalito.json,malibu_and_pismo beach.json,malibu_and_sacramento.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_san luis obispo.json,malibu_and_santa ana.json,malibu_and_santa barbara.json,malibu_and_santa cruz.json,malibu_and_mammoth lakes.json,mammoth lakes_and_santa monica.json,monterey_and_santa barbara.json,los angeles_and_newport beach.json,los angeles_and_santa cruz.json,monterey_and_newport beach.json,newport beach_and_oakland.json,newport beach_and_san diego.json,newport beach_and_san francisco.json,newport beach_and_santa clarita.json,pasadena_and_santa cruz.json,pasadena_and_santa monica.json,pismo beach_and_san diego.json,pismo beach_and_santa monica.json,san bernardino_and_san luis obispo.json,san bernardino_and_santa barbara.json,san bernardino_and_santa monica.json,san bernardino_and_sausalito.json,san diego_and_san luis obispo.json,san diego_and_santa barbara.json,san diego_and_santa monica.json,san francisco_and_santa barbara.json,san francisco_and_santa monica.json,san jose_and_san luis obispo.json,san jose_and_santa barbara.json,san jose_and_santa monica.json,san luis obispo_and_santa barbara.json,san luis obispo_and_santa clarita.json,san luis obispo_and_santa monica.json,santa barbara_and_santa cruz.json,santa barbara_and_santa monica.json,santa cruz_and_santa monica.json"""
"marina dr.","residential","1","""Marina Drive, San Pedro, LA, Los Angeles County, California, 90732, United States of America""","90732","-118.313368","33.7280604","1","big bear lake_and_fresno.json"
"marina freeway","motorway","1","""Marina Freeway, Del Rey, Culver Garden, LA, Los Angeles County, California, 90292, United States of America""","90292","-118.4415915","33.9843773","1","long beach_and_santa clarita.json"
"marina state beach","national_park","3","""Marina State Beach, Cabrillo Highway, Marina, Monterey County, California, 93933, United States of America""","93933","-121.811368857576","36.69077465","8","""carlsbad_and_monterey.json,los angeles_and_monterey.json,malibu_and_pismo beach.json,monterey_and_san luis obispo.json,monterey_and_santa cruz.json,monterey_and_temecula.json,long beach_and_monterey.json,san francisco_and_santa cruz.json"""
"marina village parkway","tertiary","1","""Marina Village Parkway, Alameda, Alameda County, California, 94501, United States of America""","94501","-122.272662","37.7858238","1","santa monica_and_stockton.json"
"marine avenue","secondary","2","""Marine Avenue, La Fresa, Alondra Park, Los Angeles County, California, 90249, United States of America""","90249","-118.3270059","33.8946632","2","""long beach_and_newport beach.json,newport beach_and_sausalito.json"""
"marine base camp pendleton","town","1","""Marine Corps Base Camp Pendleton, San Diego County, California, United States of America""","","-117.424172662604","33.35453425","3","""beverly hills_and_san diego.json,long beach_and_san diego.json,los angeles_and_san diego.json"""
"marine corps air station miramar","military","1","""Marine Corps Air Station Miramar, San Diego, San Diego County, California, 92126, United States of America""","92126","-117.082492537217","32.8763782","2","""san bernardino_and_temecula.json,san diego_and_temecula.json"""
"marine drive","residential","1","""Marine Drive, East Hemet, Riverside County, California, 92544, United States of America""","92544","-116.9303805","33.7463485","1","fremont_and_long beach.json"
"marine stadium","dock","1","""Marine Stadium, Long Beach, Los Angeles County, California, United States of America""","","-118.1214541","33.7611284","1","huntington beach_and_long beach.json"
"marine street","residential","1","""Marine Street, Sawtelle, Mar Vista, LA, Los Angeles County, California, 90066, United States of America""","90066","-118.4435527","34.0177229","1","pasadena_and_santa monica.json"
"marine world","yes","1","""World Marine Systems, Madera Avenue, Civic Center, Luna Park, San Jos��, Santa Clara County, California, 95112, United States of America""","95112","-121.8914367","37.3597809","1","berkeley_and_carlsbad.json"
"marinette","residential","1","""Marinette Road, Pacific Palisades, Riviera, LA, Los Angeles County, California, 90272, United States of America""","90272","-118.519853","34.0545749","1","big bear lake_and_long beach.json"
"marinship way","residential","1","""Marinship Way, Sausalito, Marin County, California, 94965, United States of America""","94965","-122.495064","37.8628225","4","""oakland_and_sausalito.json,san bernardino_and_sausalito.json,san francisco_and_sausalito.json,san jose_and_sausalito.json"""
"marinwood","hamlet","1","""Marinwood, Marin County, California, United States of America""","","-122.5445936","38.0328458","2","""mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json"""
"mariposa","administrative","8","""Mariposa County, California, United States of America""","","-119.9036591","37.570148","24","""bakersfield_and_fremont.json,bakersfield_and_fresno.json,bakersfield_and_mammoth lakes.json,bakersfield_and_monterey.json,bakersfield_and_san diego.json,bakersfield_and_san francisco.json,bakersfield_and_san jose.json,bakersfield_and_santa cruz.json,beverly hills_and_fresno.json,fresno_and_mammoth lakes.json,fresno_and_pismo beach.json,fresno_and_riverside.json,mammoth lakes_and_monterey.json,mammoth lakes_and_oakland.json,mammoth lakes_and_sacramento.json,mammoth lakes_and_san bernardino.json,mammoth lakes_and_san diego.json,mammoth lakes_and_san jose.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa barbara.json,mammoth lakes_and_santa cruz.json,mammoth lakes_and_stockton.json,mammoth lakes_and_temecula.json,mammoth lakes_and_pismo beach.json"""
"mariposa county","administrative","2","""Mariposa County, California, United States of America""","","-119.9036591","37.570148","2","""beverly hills_and_fresno.json,fresno_and_mammoth lakes.json"""
"mariposa grove","wood","7","""Mariposa Grove, Mariposa Grove Road, Mariposa County, California, United States of America""","","-119.6040411","37.515215","20","""anaheim_and_fresno.json,anaheim_and_pismo beach.json,anaheim_and_napa.json,bakersfield_and_san francisco.json,fresno_and_huntington beach.json,fresno_and_irvine.json,fresno_and_los angeles.json,fresno_and_mammoth lakes.json,fresno_and_santa clarita.json,fresno_and_temecula.json,fresno_and_riverside.json,long beach_and_mammoth lakes.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa cruz.json,monterey_and_temecula.json,mammoth lakes_and_pismo beach.json,riverside_and_santa cruz.json,san diego_and_sausalito.json,san francisco_and_temecula.json,san jose_and_temecula.json"""
"maritime museum","museum","1","""Los Angeles Maritime Museum, Sampson Way, San Pedro, LA, Los Angeles County, California, 90731, United States of America""","90731","-118.278682","33.7389075","1","berkeley_and_san diego.json"
"market square","yes","1","""Market Square, 1355, Market Street, West SoMa, SF, California, 94103, United States of America""","94103","-122.416550545617","37.7767414","1","beverly hills_and_monterey.json"
"markleeville","administrative","2","""Markleeville, Thornburg Canyon Trail, Shay Creek Summer Home Area, Alpine County, California, United States of America""","","-119.831282157267","38.6671855","2","""fresno_and_sacramento.json,mammoth lakes_and_riverside.json"""
"marquette","residential","1","""Marquette, Mission Viejo, Orange County, California, 92692, United States of America""","92692","-117.648034","33.581748","3","""avalon_and_oakland.json,beverly hills_and_oakland.json,beverly hills_and_riverside.json"""
"marrakesh","restaurant","1","""Marrakesh, Pearl Street, La Jolla, San Diego, San Diego County, California, 92037, United States of America""","92037","-117.2764076","32.8397883","1","long beach_and_oakland.json"
"marriott san francisco","hotel","1","""San Francisco Marriott Fisherman's Wharf, Jones Street, Russian Hill, SF, California, 94133, United States of America""","94133","-122.417205186057","37.8056576","3","""carlsbad_and_oakland.json,oakland_and_san diego.json,sacramento_and_san diego.json"""
"marriott union square","hotel","1","""San Francisco Marriott Union Square, 480, Sutter Street, Chinatown, SF, California, 94108, United States of America""","94108","-122.408315453558","37.7894587","9","""avalon_and_napa.json,bakersfield_and_napa.json,carlsbad_and_napa.json,fresno_and_napa.json,irvine_and_napa.json,napa_and_san bernardino.json,napa_and_san diego.json,napa_and_san francisco.json,napa_and_san jose.json"""
"mars","hamlet","2","""Mars, San Bernardino County, California, United States of America""","","-116.8897584","35.424968","14","""berkeley_and_malibu.json,berkeley_and_riverside.json,berkeley_and_san diego.json,berkeley_and_santa barbara.json,berkeley_and_carlsbad.json,carlsbad_and_oakland.json,carlsbad_and_santa barbara.json,malibu_and_oakland.json,malibu_and_san francisco.json,napa_and_santa barbara.json,oakland_and_riverside.json,oakland_and_san diego.json,oakland_and_santa barbara.json,pasadena_and_sausalito.json"""
"marseille","residential","1","""Marseille, Laguna Niguel, Orange County, California, 92677, United States of America""","92677","-117.7331053","33.509788","1","bakersfield_and_riverside.json"
"marsh","residential","1","""Marsh, Paso Robles, San Luis Obispo County, California, 93430, United States of America""","93430","-120.8019939","35.47331","3","""long beach_and_san luis obispo.json,los angeles_and_san luis obispo.json,newport beach_and_san luis obispo.json"""
"marsh creek","stream","2","""Marsh Creek, Contra Costa County, California, United States of America""","","-121.763422","37.8743888","3","""mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json"""
"marsh creek trail","cycleway","2","""Marsh Creek Trail, Sand Hill, Contra Costa County, California, 94548, United States of America""","94548","-121.6836351","37.9659949","3","""mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json"""
"marsh park","park","1","""Marsh Park, Marsh Street Path, Silver Lake Heights, Atwater, LA, Los Angeles County, California, 90039, United States of America""","90039","-118.246015633026","34.1068282","1","los angeles_and_santa clarita.json"
"marshlands rd","unclassified","1","""Marshlands Road, Fremont, Alameda County, California, 94025, United States of America""","94025","-122.1094477","37.5120969","2","""fremont_and_monterey.json,fremont_and_san jose.json"""
"massachusetts","secondary","8","""Massachusetts Avenue, Lemon Grove, San Diego County, California, 91941:91945, United States of America""","91941","-117.0430219","32.728622","12","""berkeley_and_long beach.json,berkeley_and_newport beach.json,beverly hills_and_san luis obispo.json,mammoth lakes_and_pasadena.json,mammoth lakes_and_riverside.json,mammoth lakes_and_san bernardino.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa clarita.json,mammoth lakes_and_temecula.json,monterey_and_pasadena.json,san diego_and_sausalito.json,santa clarita_and_sausalito.json"""
"matadero creek","stream","2","""Matadero Creek, Palo Alto, Santa Clara County, California, United States of America""","","-122.1357428","37.4187378","3","""mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json"""
"matador beach","service","1","""El Matador Beach Road, Malibu, Los Angeles County, California, 90265, United States of America""","90265","-118.8755672","34.0392256","1","los angeles_and_malibu.json"
"mateo","residential","1","""California, Princeton-by-the-Sea, San Mateo County, California, 94019, United States of America""","94019","-122.4886033","37.5053381","1","fremont_and_sacramento.json"
"matorral way","residential","2","""Matorral Way, Santa Barbara County, California, 93111, United States of America""","93111","-119.802632","34.443008","4","""big bear lake_and_santa clarita.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json"""
"matsuri","restaurant","1","""Matsuri-Japanese, 1065, East Green Street, Pasadena, Los Angeles County, California, 91106, United States of America""","91106","-118.1281824","34.144683","1","avalon_and_pasadena.json"
"mattole road","secondary","1","""Mattole Road, Humboldt County, California, 95558, United States of America""","95558","-124.3616759","40.361367","29","""anaheim_and_santa cruz.json,avalon_and_santa cruz.json,carlsbad_and_santa cruz.json,huntington beach_and_monterey.json,huntington beach_and_napa.json,huntington beach_and_san francisco.json,huntington beach_and_santa cruz.json,irvine_and_monterey.json,irvine_and_san jose.json,irvine_and_santa cruz.json,huntington beach_and_san jose.json,long beach_and_san francisco.json,long beach_and_san jose.json,long beach_and_santa cruz.json,malibu_and_sacramento.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_santa cruz.json,napa_and_pismo beach.json,napa_and_santa monica.json,los angeles_and_santa cruz.json,malibu_and_monterey.json,oakland_and_santa monica.json,sacramento_and_santa barbara.json,sacramento_and_santa monica.json,san diego_and_santa cruz.json,san francisco_and_santa monica.json,san jose_and_santa monica.json,santa cruz_and_santa monica.json"""
"maui","artwork","6","""Maui, 1313, South Harbor Boulevard, Anaheim Resort District, Anaheim, Orange County, California, 217, United States of America""","","-117.9195069","33.8117742","12","""anaheim_and_monterey.json,anaheim_and_san jose.json,anaheim_and_san luis obispo.json,anaheim_and_santa barbara.json,anaheim_and_santa cruz.json,beverly hills_and_big bear lake.json,beverly hills_and_san francisco.json,beverly hills_and_san luis obispo.json,fremont_and_temecula.json,san bernardino_and_san luis obispo.json,san jose_and_santa barbara.json,san luis obispo_and_santa monica.json"""
"maverick road","residential","1","""Maverick Road, Aguanga, Riverside County, California, 92536, United States of America""","92536","-116.8480229","33.430371","1","carlsbad_and_stockton.json"
"maxmara","clothes","1","""MaxMara, Livermore Outlets Drive, Livermore, Alameda County, California, 94566, United States of America""","94566","-121.846984402655","37.6986611","1","avalon_and_fresno.json"
"mayacamas","residential","2","""Mayacamas Drive, Bakersfield, Kern County, California, 93312, United States of America""","93312","-119.1251777","35.4182628","2","""los angeles_and_napa.json,malibu_and_napa.json"""
"mayberry","residential","2","""Mayberry Street, Silver Lake, Angelino Heights, LA, Los Angeles County, California, 90026, United States of America""","90026","-118.2638576","34.0840814","2","""bakersfield_and_fresno.json,malibu_and_san jose.json"""
"maywood","administrative","3","""Maywood, Los Angeles County, California, United States of America""","","-118.1853489","33.9866807","33","""bakersfield_and_riverside.json,bakersfield_and_santa clarita.json,carlsbad_and_santa clarita.json,fremont_and_santa clarita.json,fresno_and_santa clarita.json,irvine_and_los angeles.json,irvine_and_riverside.json,irvine_and_sacramento.json,irvine_and_san jose.json,irvine_and_santa clarita.json,irvine_and_santa cruz.json,huntington beach_and_san jose.json,los angeles_and_riverside.json,los angeles_and_santa ana.json,los angeles_and_santa clarita.json,los angeles_and_stockton.json,los angeles_and_santa cruz.json,pasadena_and_riverside.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_santa barbara.json,riverside_and_santa clarita.json,riverside_and_santa cruz.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san bernardino_and_santa clarita.json,san diego_and_santa ana.json,san diego_and_santa clarita.json,san francisco_and_santa ana.json,san francisco_and_santa clarita.json,santa barbara_and_santa clarita.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json"""
"mazourka canyon road","tertiary","1","""Mazourka Canyon Road, Independence, Inyo County, California, 93526, United States of America""","93526","-118.1764939","36.797327","1","mammoth lakes_and_riverside.json"
"mcandrew rd.","residential","1","""McAndrew Road, Ventura County, California, 93023, United States of America""","93023","-119.1841549","34.455468","30","""avalon_and_santa cruz.json,big bear lake_and_santa barbara.json,big bear lake_and_santa cruz.json,fremont_and_santa barbara.json,fresno_and_santa barbara.json,long beach_and_santa cruz.json,napa_and_santa ana.json,napa_and_santa barbara.json,napa_and_santa clarita.json,napa_and_santa monica.json,long beach_and_santa barbara.json,pasadena_and_santa barbara.json,pasadena_and_santa cruz.json,riverside_and_santa barbara.json,sacramento_and_santa ana.json,sacramento_and_santa barbara.json,sacramento_and_santa monica.json,san bernardino_and_santa barbara.json,san diego_and_santa cruz.json,san diego_and_santa monica.json,san francisco_and_santa barbara.json,san francisco_and_santa monica.json,santa ana_and_santa barbara.json,santa ana_and_santa cruz.json,santa ana_and_stockton.json,santa barbara_and_santa clarita.json,santa barbara_and_santa cruz.json,santa barbara_and_santa monica.json,santa barbara_and_temecula.json,santa cruz_and_santa monica.json"""
"mcbean parkway","secondary","3","""McBean Parkway, Valencia, Santa Clarita, Los Angeles County, California, 91354, United States of America""","91354","-118.5539864","34.4425384","7","""beverly hills_and_santa clarita.json,big bear lake_and_santa clarita.json,long beach_and_santa clarita.json,los angeles_and_santa clarita.json,mammoth lakes_and_santa clarita.json,santa clarita_and_stockton.json,santa clarita_and_temecula.json"""
"mccarthy boulevard","secondary","2","""McCarthy Boulevard, Milpitas, Santa Clara County, California, 95035, United States of America""","95035","-121.9212282","37.4101989","3","""mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json"""
"mcclellan-palomar airport","aerodrome","3","""McClellan-Palomar Airport, Aircraft Road, Carlsbad, San Diego County, California, 92011, United States of America""","92011","-117.281400045984","33.12754605","24","""anaheim_and_carlsbad.json,anaheim_and_san francisco.json,anaheim_and_temecula.json,avalon_and_carlsbad.json,avalon_and_san bernardino.json,avalon_and_san diego.json,beverly hills_and_carlsbad.json,avalon_and_temecula.json,bakersfield_and_carlsbad.json,berkeley_and_carlsbad.json,beverly hills_and_temecula.json,carlsbad_and_long beach.json,carlsbad_and_pasadena.json,carlsbad_and_riverside.json,carlsbad_and_san bernardino.json,carlsbad_and_temecula.json,carlsbad_and_los angeles.json,irvine_and_temecula.json,san bernardino_and_san diego.json,san bernardino_and_san francisco.json,san bernardino_and_san jose.json,san bernardino_and_temecula.json,san francisco_and_temecula.json,san jose_and_temecula.json"""
"mcdonalds","fast_food","1","""McDonald's, 18988, Sonoma Highway, Agua Caliente, Sonoma County, California, 95476, United States of America""","18988","-122.477020291022","38.3030935","1","fremont_and_monterey.json"
"mcgee creek","stream","1","""McGee Creek, Mono County, California, United States of America""","","-118.7827157","37.5930673","2","""fresno_and_mammoth lakes.json,mammoth lakes_and_oakland.json"""
"mchenry library","library","1","""McHenry Library, 414, McHenry Road, University of California Santa Cruz, Santa Cruz, Santa Cruz County, California, 95064, United States of America""","95064","-122.0589053763","36.99549965","1","berkeley_and_santa cruz.json"
"mckay avenue","residential","1","""McKay Avenue, West End, Alameda, Alameda County, California, 94501, United States of America""","94501","-122.2783765","37.7704961","1","berkeley_and_oakland.json"
"mckean road","tertiary","2","""McKean Road, Almaden, San Jos��, Santa Clara County, California, 95120, United States of America""","95120","-121.828622","37.2016198","3","""mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json"""
"mckinley ave.","residential","1","""McKinley Avenue, Florence, LA, Los Angeles County, California, 90001, United States of America""","90001","-118.2614055","33.9759904","4","""avalon_and_beverly hills.json,beverly hills_and_long beach.json,beverly hills_and_san jose.json,pasadena_and_santa monica.json"""
"mckinley park rose garden","garden","1","""McKinley Park Rose Garden, H Street, Sacramento, Sacramento County, California, 95819, United States of America""","95819","-121.4614904","38.5746427","2","""oakland_and_stockton.json,riverside_and_sacramento.json"""
"mcleod lake","water","1","""McLeod Lake, Pack Trail, Madera County, California, United States of America""","","-119.030849105967","37.6080415","3","""bakersfield_and_mammoth lakes.json,huntington beach_and_mammoth lakes.json,mammoth lakes_and_temecula.json"""
"mcmillan canyon road","primary","1","""McMillan Canyon Road, Shandon, San Luis Obispo County, California, 93461, United States of America""","93461","-120.4126353","35.6586925","1","monterey_and_san luis obispo.json"
"mcneil river","ditch","1","""McNeil No. 240, Fresno, Fresno County, California, United States of America""","","-119.8806621","36.6920149","1","big bear lake_and_stockton.json"
"mcreynolds road","residential","1","""McReynolds Road, Sunnyslope, Butte County, California, United States of America""","","-121.4406369","39.359077","1","san bernardino_and_sausalito.json"
"mcway","waterfall","1","""McWay Falls, Monterey County, California, United States of America""","","-121.6723957","36.1578211","1","los angeles_and_oakland.json"
"mcway falls","waterfall","2","""McWay Falls, Monterey County, California, United States of America""","","-121.6723957","36.1578211","99","""avalon_and_monterey.json,avalon_and_san jose.json,avalon_and_san luis obispo.json,berkeley_and_newport beach.json,berkeley_and_pismo beach.json,berkeley_and_huntington beach.json,big bear lake_and_san luis obispo.json,fremont_and_huntington beach.json,fremont_and_long beach.json,fremont_and_los angeles.json,fremont_and_malibu.json,fremont_and_monterey.json,fremont_and_newport beach.json,fremont_and_pismo beach.json,fremont_and_san luis obispo.json,fremont_and_santa barbara.json,fremont_and_santa monica.json,fresno_and_pismo beach.json,huntington beach_and_monterey.json,huntington beach_and_napa.json,huntington beach_and_oakland.json,huntington beach_and_pismo beach.json,huntington beach_and_san francisco.json,huntington beach_and_san luis obispo.json,huntington beach_and_santa cruz.json,huntington beach_and_stockton.json,irvine_and_pismo beach.json,huntington beach_and_san jose.json,long beach_and_napa.json,long beach_and_pismo beach.json,long beach_and_san francisco.json,long beach_and_san jose.json,long beach_and_san luis obispo.json,long beach_and_santa cruz.json,long beach_and_stockton.json,los angeles_and_pismo beach.json,los angeles_and_san jose.json,malibu_and_pismo beach.json,malibu_and_sacramento.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_san luis obispo.json,malibu_and_santa barbara.json,malibu_and_santa cruz.json,malibu_and_stockton.json,monterey_and_pismo beach.json,monterey_and_san diego.json,monterey_and_san jose.json,monterey_and_san luis obispo.json,monterey_and_stockton.json,napa_and_newport beach.json,napa_and_pismo beach.json,napa_and_santa monica.json,long beach_and_monterey.json,los angeles_and_santa cruz.json,malibu_and_monterey.json,monterey_and_newport beach.json,monterey_and_santa monica.json,newport beach_and_oakland.json,newport beach_and_san francisco.json,newport beach_and_san jose.json,newport beach_and_san luis obispo.json,newport beach_and_santa cruz.json,newport beach_and_stockton.json,pasadena_and_pismo beach.json,pismo beach_and_riverside.json,pismo beach_and_san bernardino.json,pismo beach_and_san diego.json,pismo beach_and_san jose.json,pismo beach_and_santa ana.json,pismo beach_and_santa clarita.json,pismo beach_and_santa cruz.json,pismo beach_and_santa monica.json,pismo beach_and_stockton.json,san bernardino_and_san francisco.json,san diego_and_san jose.json,san diego_and_san luis obispo.json,san diego_and_santa barbara.json,san diego_and_santa cruz.json,san diego_and_sausalito.json,san francisco_and_santa ana.json,san francisco_and_santa barbara.json,san francisco_and_santa cruz.json,san francisco_and_santa monica.json,san francisco_and_temecula.json,san jose_and_san luis obispo.json,san jose_and_santa barbara.json,newport beach_and_pismo beach.json,oakland_and_pismo beach.json,san jose_and_santa monica.json,san luis obispo_and_santa ana.json,san luis obispo_and_santa clarita.json,san luis obispo_and_santa cruz.json,san luis obispo_and_santa monica.json,san luis obispo_and_stockton.json,santa barbara_and_stockton.json,santa cruz_and_santa monica.json,santa cruz_and_stockton.json,santa monica_and_stockton.json"""
"mcway falls trail","waterfall","1","""McWay Falls, Monterey County, California, United States of America""","","-121.6723957","36.1578211","72","""avalon_and_san luis obispo.json,berkeley_and_long beach.json,bakersfield_and_san francisco.json,berkeley_and_los angeles.json,berkeley_and_malibu.json,berkeley_and_san luis obispo.json,berkeley_and_santa barbara.json,berkeley_and_santa monica.json,beverly hills_and_san francisco.json,fremont_and_los angeles.json,fresno_and_malibu.json,fresno_and_san luis obispo.json,irvine_and_san luis obispo.json,carlsbad_and_san luis obispo.json,long beach_and_napa.json,long beach_and_oakland.json,long beach_and_san francisco.json,long beach_and_san luis obispo.json,long beach_and_santa cruz.json,los angeles_and_monterey.json,los angeles_and_napa.json,los angeles_and_oakland.json,los angeles_and_san francisco.json,los angeles_and_san luis obispo.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,malibu_and_napa.json,malibu_and_oakland.json,malibu_and_sacramento.json,malibu_and_san francisco.json,malibu_and_san luis obispo.json,malibu_and_santa barbara.json,malibu_and_santa cruz.json,malibu_and_sausalito.json,malibu_and_stockton.json,monterey_and_napa.json,monterey_and_san luis obispo.json,napa_and_san diego.json,napa_and_santa ana.json,napa_and_santa barbara.json,napa_and_santa clarita.json,napa_and_santa cruz.json,napa_and_santa monica.json,long beach_and_monterey.json,los angeles_and_santa cruz.json,malibu_and_monterey.json,monterey_and_santa monica.json,oakland_and_san diego.json,oakland_and_san luis obispo.json,oakland_and_santa barbara.json,oakland_and_santa monica.json,pasadena_and_san francisco.json,pasadena_and_san luis obispo.json,riverside_and_san francisco.json,sacramento_and_san luis obispo.json,san bernardino_and_san francisco.json,san bernardino_and_san luis obispo.json,san diego_and_santa barbara.json,san francisco_and_santa barbara.json,san francisco_and_santa cruz.json,san francisco_and_santa monica.json,san francisco_and_temecula.json,san jose_and_san luis obispo.json,san jose_and_santa monica.json,san luis obispo_and_santa cruz.json,san luis obispo_and_santa monica.json,san luis obispo_and_sausalito.json,san luis obispo_and_stockton.json,santa barbara_and_sausalito.json,santa cruz_and_santa monica.json,santa cruz_and_sausalito.json,santa monica_and_sausalito.json"""
"mead avenue","residential","1","""Mead Avenue, Sacramento, Sacramento County, California, 95822, United States of America""","95822","-121.4991929","38.533686","2","""san jose_and_santa clarita.json,santa clarita_and_santa cruz.json"""
"meadow mountain","hamlet","1","""Meadow Lakes, Fresno County, California, United States of America""","","-119.4306864","37.0802264","1","oakland_and_pasadena.json"
"meadow park","park","1","""Meadow Park, Woodbridge Street, San Luis Obispo, San Luis Obispo County, California, 93401, United States of America""","93401","-120.659276454814","35.26814845","5","""berkeley_and_big bear lake.json,big bear lake_and_monterey.json,big bear lake_and_oakland.json,big bear lake_and_sausalito.json,big bear lake_and_stockton.json"""
"meadowfair park","park","2","""Meadowfair Park, Corda Drive, Silver Creek, San Jos��, Santa Clara County, California, 95122, United States of America""","95122","-121.813426919671","37.31650475","3","""mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json"""
"meadowood","residential","6","""1555, Meadowood, Mountain View, Santa Clara County, California, 94043, United States of America""","94043","-122.083170197233","37.4081117","16","""avalon_and_napa.json,anaheim_and_napa.json,bakersfield_and_napa.json,beverly hills_and_napa.json,carlsbad_and_napa.json,fresno_and_napa.json,irvine_and_napa.json,long beach_and_napa.json,los angeles_and_napa.json,malibu_and_napa.json,napa_and_san bernardino.json,napa_and_san diego.json,napa_and_san francisco.json,napa_and_san jose.json,napa_and_oakland.json,napa_and_stockton.json"""
"meadowood lane","residential","1","""Meadowood Lane, El Verano, Sonoma County, California, 95476, United States of America""","95476","-122.4855739","38.30496","3","""los angeles_and_napa.json,napa_and_sacramento.json,napa_and_san francisco.json"""
"meadowood napa valley","hotel","1","""Meadowood Napa Valley, 900, Meadowood, Deer Park, Napa County, California, 94574, United States of America""","94574","-122.4627046","38.5215063","1","napa_and_sausalito.json"
